,CH1
Second,Volt
-2.56000e-05,1.60e-02, 
-2.54000e-05,-1.60e-02, 
-2.52000e-05,1.60e-02, 
-2.50000e-05,-2.40e-02, 
-2.48000e-05,8.00e-03, 
-2.46000e-05,-8.00e-03, 
-2.44000e-05,-8.00e-03, 
-2.42000e-05,8.00e-03, 
-2.40000e-05,-1.60e-02, 
-2.38000e-05,8.00e-03, 
-2.36000e-05,-1.60e-02, 
-2.34000e-05,8.00e-03, 
-2.32000e-05,-8.00e-03, 
-2.30000e-05,8.00e-03, 
-2.28000e-05,8.00e-03, 
-2.26000e-05,-1.60e-02, 
-2.24000e-05,1.60e-02, 
-2.22000e-05,-8.00e-03, 
-2.20000e-05,-1.60e-02, 
-2.18000e-05,1.60e-02, 
-2.16000e-05,0.00e+00, 
-2.14000e-05,-1.60e-02, 
-2.12000e-05,-1.60e-02, 
-2.10000e-05,8.00e-03, 
-2.08000e-05,-2.40e-02, 
-2.06000e-05,8.00e-03, 
-2.04000e-05,1.60e-02, 
-2.02000e-05,-8.00e-03, 
-2.00000e-05,8.00e-03, 
-1.98000e-05,-1.60e-02, 
-1.96000e-05,8.00e-03, 
-1.94000e-05,-8.00e-03, 
-1.92000e-05,-1.60e-02, 
-1.90000e-05,1.60e-02, 
-1.88000e-05,-1.60e-02, 
-1.86000e-05,8.00e-03, 
-1.84000e-05,-8.00e-03, 
-1.82000e-05,8.00e-03, 
-1.80000e-05,1.60e-02, 
-1.78000e-05,-1.60e-02, 
-1.76000e-05,8.00e-03, 
-1.74000e-05,-1.60e-02, 
-1.72000e-05,-5.04e-01, 
-1.70000e-05,3.20e-02, 
-1.68000e-05,-1.60e-02, 
-1.66000e-05,8.00e-03, 
-1.64000e-05,-1.60e-02, 
-1.62000e-05,8.00e-03, 
-1.60000e-05,-1.60e-02, 
-1.58000e-05,8.00e-03, 
-1.56000e-05,-1.60e-02, 
-1.54000e-05,8.00e-03, 
-1.52000e-05,0.00e+00, 
-1.50000e-05,-2.40e-02, 
-1.48000e-05,0.00e+00, 
-1.46000e-05,-1.60e-02, 
-1.44000e-05,8.00e-03, 
-1.42000e-05,-1.60e-02, 
-1.40000e-05,-1.60e-02, 
-1.38000e-05,8.00e-03, 
-1.36000e-05,-1.60e-02, 
-1.34000e-05,8.00e-03, 
-1.32000e-05,-1.60e-02, 
-1.30000e-05,8.00e-03, 
-1.28000e-05,-1.60e-02, 
-1.26000e-05,0.00e+00, 
-1.24000e-05,-1.60e-02, 
-1.22000e-05,8.00e-03, 
-1.20000e-05,0.00e+00, 
-1.18000e-05,-2.40e-02, 
-1.16000e-05,8.00e-03, 
-1.14000e-05,-1.60e-02, 
-1.12000e-05,0.00e+00, 
-1.10000e-05,-2.40e-02, 
-1.08000e-05,-1.60e-02, 
-1.06000e-05,8.00e-03, 
-1.04000e-05,-1.60e-02, 
-1.02000e-05,0.00e+00, 
-1.00000e-05,0.00e+00, 
-9.80000e-06,-2.40e-02, 
-9.60000e-06,8.00e-03, 
-9.40000e-06,-1.60e-02, 
-9.20000e-06,8.00e-03, 
-9.00000e-06,-1.60e-02, 
-8.80000e-06,8.00e-03, 
-8.60000e-06,-1.60e-02, 
-8.40000e-06,8.00e-03, 
-8.20000e-06,-8.00e-03, 
-8.00000e-06,-1.60e-02, 
-7.80000e-06,0.00e+00, 
-7.60000e-06,-2.40e-02, 
-7.40000e-06,8.00e-03, 
-7.20000e-06,8.00e-03, 
-7.00000e-06,-2.40e-02, 
-6.80000e-06,8.00e-03, 
-6.60000e-06,-8.00e-03, 
-6.40000e-06,8.00e-03, 
-6.20000e-06,-1.60e-02, 
-6.00000e-06,0.00e+00, 
-5.80000e-06,-1.60e-02, 
-5.60000e-06,8.00e-03, 
-5.40000e-06,-1.60e-02, 
-5.20000e-06,-1.60e-02, 
-5.00000e-06,8.00e-03, 
-4.80000e-06,-2.40e-02, 
-4.60000e-06,8.00e-03, 
-4.40000e-06,-1.60e-02, 
-4.20000e-06,8.00e-03, 
-4.00000e-06,8.00e-03, 
-3.80000e-06,-1.60e-02, 
-3.60000e-06,8.00e-03, 
-3.40000e-06,-2.40e-02, 
-3.20000e-06,0.00e+00, 
-3.00000e-06,-2.40e-02, 
-2.80000e-06,-1.60e-02, 
-2.60000e-06,8.00e-03, 
-2.40000e-06,-2.40e-02, 
-2.20000e-06,8.00e-03, 
-2.00000e-06,-1.60e-02, 
-1.80000e-06,8.00e-03, 
-1.60000e-06,0.00e+00, 
-1.40000e-06,-1.60e-02, 
-1.20000e-06,-1.60e-02, 
-1.00000e-06,8.00e-03, 
-8.00000e-07,-1.60e-02, 
-6.00000e-07,8.00e-03, 
-4.00000e-07,-2.40e-02, 
-2.00000e-07,8.00e-03, 
0.00000e+00,1.52e-01, 
2.00000e-07,-2.40e-02, 
4.00000e-07,8.00e-03, 
6.00000e-07,-1.60e-02, 
8.00000e-07,8.00e-03, 
1.00000e-06,-1.60e-02, 
1.20000e-06,1.60e-02, 
1.40000e-06,-8.00e-03, 
1.60000e-06,1.60e-02, 
1.80000e-06,-1.60e-02, 
2.00000e-06,-8.00e-03, 
2.20000e-06,8.00e-03, 
2.40000e-06,-1.60e-02, 
2.60000e-06,1.60e-02, 
2.80000e-06,-1.60e-02, 
3.00000e-06,8.00e-03, 
3.20000e-06,8.00e-03, 
3.40000e-06,-1.60e-02, 
3.60000e-06,8.00e-03, 
3.80000e-06,-1.60e-02, 
4.00000e-06,-1.60e-02, 
4.20000e-06,1.60e-02, 
4.40000e-06,1.60e-02, 
4.60000e-06,-1.60e-02, 
4.80000e-06,-8.00e-03, 
5.00000e-06,8.00e-03, 
5.20000e-06,-1.60e-02, 
5.40000e-06,1.60e-02, 
5.60000e-06,-1.60e-02, 
5.80000e-06,1.60e-02, 
6.00000e-06,8.00e-03, 
6.20000e-06,-8.00e-03, 
6.40000e-06,8.00e-03, 
6.60000e-06,-1.60e-02, 
6.80000e-06,8.00e-03, 
7.00000e-06,-8.00e-03, 
7.20000e-06,-1.60e-02, 
7.40000e-06,8.00e-03, 
7.60000e-06,-1.60e-02, 
7.80000e-06,8.00e-03, 
8.00000e-06,-1.60e-02, 
8.20000e-06,8.00e-03, 
8.40000e-06,-1.60e-02, 
8.60000e-06,8.00e-03, 
8.80000e-06,1.60e-02, 
