,CH1
Second,Volt
-2.00000e-07,-1.60e-02, 
-1.80000e-07,8.00e-03, 
-1.60000e-07,-1.60e-02, 
-1.40000e-07,1.60e-02, 
-1.20000e-07,0.00e+00, 
-1.00000e-07,-1.60e-02, 
-8.00000e-08,0.00e+00, 
-6.00000e-08,-1.60e-02, 
-4.00000e-08,0.00e+00, 
-2.00000e-08,-1.60e-02, 
0.00000e+00,0.00e+00, 
2.00000e-08,4.00e-01, 
4.00000e-08,-2.40e-01, 
6.00000e-08,2.16e-01, 
8.00000e-08,-1.28e-01, 
1.00000e-07,9.60e-02, 
1.20000e-07,6.40e-02, 
1.40000e-07,-6.40e-02, 
1.60000e-07,4.80e-02, 
1.80000e-07,-3.20e-02, 
2.00000e-07,2.40e-02, 
2.20000e-07,-1.60e-02, 
2.40000e-07,8.00e-03, 
2.60000e-07,-8.00e-03, 
2.80000e-07,8.00e-03, 
3.00000e-07,-8.00e-03, 
3.20000e-07,8.00e-03, 
3.40000e-07,-1.60e-02, 
3.60000e-07,8.00e-03, 
3.80000e-07,-1.60e-02, 
4.00000e-07,-8.00e-03, 
4.20000e-07,1.60e-02, 
4.40000e-07,-8.00e-03, 
4.60000e-07,8.00e-03, 
4.80000e-07,-1.60e-02, 
5.00000e-07,1.60e-02, 
5.20000e-07,-8.00e-03, 
5.40000e-07,8.00e-03, 
5.60000e-07,8.00e-03, 
5.80000e-07,-8.00e-03, 
6.00000e-07,8.00e-03, 
6.20000e-07,-8.00e-03, 
6.40000e-07,8.00e-03, 
6.60000e-07,-1.60e-02, 
6.80000e-07,8.00e-03, 
7.00000e-07,-8.00e-03, 
7.20000e-07,0.00e+00, 
7.40000e-07,8.00e-03, 
7.60000e-07,-8.00e-03, 
7.80000e-07,8.00e-03, 
8.00000e-07,-1.60e-02, 
8.20000e-07,8.00e-03, 
8.40000e-07,-1.60e-02, 
8.60000e-07,1.60e-02, 
8.80000e-07,-8.00e-03, 
9.00000e-07,8.00e-03, 
9.20000e-07,8.00e-03, 
9.40000e-07,-1.60e-02, 
9.60000e-07,8.00e-03, 
9.80000e-07,-8.00e-03, 
1.00000e-06,8.00e-03, 
1.02000e-06,-1.60e-02, 
1.04000e-06,8.00e-03, 
1.06000e-06,-8.00e-03, 
1.08000e-06,8.00e-03, 
1.10000e-06,-1.60e-02, 
1.12000e-06,-1.60e-02, 
1.14000e-06,8.00e-03, 
1.16000e-06,-8.00e-03, 
1.18000e-06,1.60e-02, 
1.20000e-06,-1.60e-02, 
1.22000e-06,8.00e-03, 
1.24000e-06,8.00e-03, 
1.26000e-06,-1.60e-02, 
1.28000e-06,8.00e-03, 
